alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1761555563.3265,elite,139.67870003275,1761115420.759,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,"North America",NA,Canada,CA,,true,"Cloudflare, Inc.",43.6532,-79.3832,false,"Cloudflare, Inc.",false,Ontario,success,America/Toronto,M5A,1762930169,1763023825.8421,80,http,http://172.67.194.114:80,false,13.027191162109,13350,1,99.99250992435,172.67.194.114
true,1758178199.7818,elite,110.31195340174,1742567748.2649,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Newark,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",40.7357,-74.1724,false,"Cloudflare, Inc.",false,"New Jersey",success,America/New_York,07175,1762849694,1763023824.8725,80,http,http://104.16.116.92:80,false,19.798994064331,80651,3240,96.137845537662,104.16.116.92
true,1758185022.0322,elite,111.20623637445,1742566790.2882,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Newark,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",40.7357,-74.1724,false,"Cloudflare, Inc.",false,"New Jersey",success,America/New_York,07175,1762848916,1763023824.8435,80,http,http://104.16.107.165:80,false,17.08459854126,80501,3007,96.399147387077,104.16.107.165
true,1758183254.4855,elite,110.24303996353,1720481945.5965,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,London,Europe,EU,"United Kingdom",GB,,true,"Invermae Solutions SL",51.5072,-0.127586,false,"Invermae Solutions SL",true,England,success,Europe/London,W1B,1762848796,1763023823.6498,80,http,http://185.238.228.160:80,false,14.418125152588,81543,2267,97.29507218709,185.238.228.160
true,1761556001.8053,elite,111.39894673277,1742356193.5578,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Cloudflare London, LLC",50.1109,8.68213,false,"DomainContext Inc",true,Hesse,success,Europe/Berlin,60313,1762848920,1763023823.5854,80,http,http://45.159.219.52:80,false,14.935731887817,81210,3343,96.046266838551,45.159.219.52
true,1761914004.2945,elite,111.36012419092,1723898834.5024,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Newark,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",40.7357,-74.1724,false,"Cloudflare, Inc.",false,"New Jersey",success,America/New_York,07175,1762849109,1763023823.3987,80,http,http://104.21.119.177:80,false,19.396781921387,80564,3853,95.43575346198,104.21.119.177
true,1762174964.8594,elite,110.93598015708,1742565533.4776,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Newark,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",40.7357,-74.1724,false,"Cloudflare, Inc.",false,"New Jersey",success,America/New_York,07175,1762849495,1763023823.3975,80,http,http://104.18.163.48:80,false,17.878532409668,80505,3009,96.397011279546,104.18.163.48
true,1758180441.7097,elite,111.66059263532,1742567817.1993,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Miami,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",25.7617,-80.1918,false,"Cloudflare, Inc.",false,Florida,success,America/New_York,33102,1762848689,1763023822.6938,80,http,http://104.21.228.237:80,false,19.912958145142,80349,636,99.214669383219,104.21.228.237
true,1759218179.0164,elite,110.47044394012,1742541482.9,"AS29085 Porsche Informatik Gesellschaft m.b.H",PORSCHE-AS,Vienna,Europe,EU,Austria,AT,,false,"Porsche Informatik Gesellschaft m.b.H",48.1951,16.3483,false,"Porsche Konstruktionen GmbH & Co",true,Vienna,success,Europe/Vienna,1060,1762848970,1763023822.2202,80,http,http://212.183.88.210:80,false,18.593788146973,81124,690,99.15662356076,212.183.88.210
true,1759218119.4086,elite,110.1535947599,1721612981.6697,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Jacksonville,"North America",NA,"United States",US,Deerwood,true,"Cloudflare, Inc.",30.2439,-81.5322,false,"Newfold Digital, Inc",true,Florida,success,America/New_York,32256,1762848610,1763023822.2189,80,http,http://66.235.200.66:80,false,16.626119613647,81862,3732,95.639881300091,66.235.200.66
true,1762539309.8624,elite,109.96315448034,1742566158.8781,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,"North America",NA,Canada,CA,,true,"Cloudflare, Inc.",43.6532,-79.3832,false,"Cloudflare, Inc.",false,Ontario,success,America/Toronto,M5A,1762849308,1763023822.0752,80,http,http://198.41.211.19:80,false,14.832258224487,81655,3025,96.427727916863,198.41.211.19
true,1759218193.2086,elite,110.8731563301,1742568728.3508,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,"New York","North America",NA,"United States",US,,true,"Cloudflare, Inc.",40.7128,-74.006,false,"Cloudflare, Inc.",false,"New York",success,America/New_York,10123,1762848974,1763023822.0712,80,http,http://104.21.70.252:80,false,18.308877944946,80798,3432,95.925442241482,104.21.70.252
true,1759218146.7196,elite,110.149726791,1750615499.432,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Southport,Europe,EU,"United Kingdom",GB,,true,"Cloudflare London, LLC",53.6483,-3.00559,false,"Softconstruct Limited",true,England,success,Europe/London,"PR8 1NH",1762849441,1763023821.4905,80,http,http://185.162.230.84:80,false,19.372463226318,80597,94,99.883506215067,185.162.230.84
true,1759208530.6927,elite,110.10532244543,1721972831.3575,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,"North America",NA,Canada,CA,,true,"Cloudflare, Inc.",43.6532,-79.3832,false,"Cloudflare, Inc.",false,Ontario,success,America/Toronto,M5A,1762848664,1763023821.3581,80,http,http://172.67.70.230:80,false,15.72322845459,80599,1694,97.941501707314,172.67.70.230
true,1758179818.8993,elite,111.16480454104,1750609412.7608,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Pittsburgh,"North America",NA,"United States",US,"Allegheny Center",true,"Cloudflare London, LLC",40.4526,-80.0046,false,"Confluence Technologies",true,Pennsylvania,success,America/New_York,15212,1762848867,1763023821.3014,80,http,http://159.112.235.64:80,false,17.658472061157,81067,99,99.878027745608,159.112.235.64
true,1758184288.7692,elite,109.93138126113,1723105097.9665,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Newark,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",40.7357,-74.1724,false,"Cloudflare, Inc.",false,"New Jersey",success,America/New_York,07175,1762849397,1763023819.9752,80,http,http://104.21.30.98:80,false,19.742250442505,80870,3508,95.842518191946,104.21.30.98
true,1759208200.1157,elite,110.55310527092,1748782702.2724,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Singapore,Asia,AS,Singapore,SG,"Central Water Catchment",true,"Great Golden Horse Co",1.35208,103.82,false,"Rich TOP EC Limited",true,"North West",success,Asia/Singapore,858877,1762848846,1763023819.1193,80,http,http://154.194.12.138:80,false,16.88289642334,81598,3808,95.541296864389,154.194.12.138
true,1758185048.344,elite,111.06715101076,1742337168.4335,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0386,82.9425,false,"Zaymer PJSC",true,"Novosibirsk Oblast",success,Asia/Novosibirsk,630000,1762849504,1763023819.0752,80,http,http://45.67.215.250:80,false,19.233465194702,81472,978,98.813826561552,45.67.215.250
true,1758182549.3636,elite,110.80727591661,1748571767.5201,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Singapore,Asia,AS,Singapore,SG,"Central Water Catchment",true,"Great Golden Horse Co",1.35208,103.82,false,"Rich TOP EC Limited",true,"North West",success,Asia/Singapore,858877,1762849023,1763023818.8889,80,http,http://154.194.12.89:80,false,18.433570861816,81171,3347,96.039896826711,154.194.12.89
true,1759208321.9948,elite,110.70338944471,1720479797.2086,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,London,Europe,EU,"United Kingdom",GB,,true,"Invermae Solutions SL",51.5072,-0.127586,false,"Invermae Solutions SL",true,England,success,Europe/London,W1B,1762848800,1763023818.8015,80,http,http://185.238.228.90:80,false,17.797946929932,81640,4652,94.609001993232,185.238.228.90
true,1759208277.6176,elite,111.44748573818,1745121149.7428,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Newark,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",40.7357,-74.1724,false,"Cloudflare, Inc.",false,"New Jersey",success,America/New_York,07175,1762848993,1763023818.7836,80,http,http://104.17.49.27:80,false,18.65029335022,80484,2622,96.844993141289,104.17.49.27
true,1758182381.3929,elite,109.67251774337,1720526924.9038,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Southport,Europe,EU,"United Kingdom",GB,,true,"Cloudflare London, LLC",53.6483,-3.00559,false,"Softconstruct Limited",true,England,success,Europe/London,"PR8 1NH",1762849515,1763023818.7807,80,http,http://185.162.229.140:80,false,15.7470703125,81495,4931,94.294540994608,185.162.229.140
true,1761886490.7538,elite,111.15446660673,1742404966.5054,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,London,Europe,EU,"United Kingdom",GB,,true,"Cloudflare London, LLC",51.5072,-0.127586,false,"F3 Markets N.V",true,England,success,Europe/London,W1B,1762849190,1763023818.741,80,http,http://185.193.28.184:80,false,16.295671463013,80590,1010,98.762254901961,185.193.28.184
true,1761555707.5774,elite,110.40238479641,1750610414.4372,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,"North America",NA,Canada,CA,,true,"Cloudflare, Inc.",43.6532,-79.3832,false,"Cloudflare, Inc.",false,Ontario,success,America/Toronto,M5A,1762849222,1763023817.8398,80,http,http://172.64.154.50:80,false,15.901803970337,80557,95,99.882209988593,172.64.154.50
true,1758177668.2206,elite,110.11948646059,1742362384.4711,"AS397273 Render",RENDER,"San Francisco","North America",NA,"United States",US,"South of Market",false,Render,37.7775,-122.397,false,Render,true,California,success,America/Los_Angeles,94107,1762849129,1763023817.7607,80,http,http://216.24.57.248:80,false,18.540859222412,81117,986,98.79906946153,216.24.57.248
true,1761913926.875,elite,110.96740056219,1750615085.2786,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Austin,"North America",NA,"United States",US,"Downtown Austin",true,"Cloudflare London, LLC",30.2681,-97.7462,false,"WPEngine, Inc.",true,Texas,success,America/Chicago,78701,1762848615,1763023817.7442,80,http,http://141.193.213.96:80,false,17.86470413208,81017,98,99.879183874746,141.193.213.96
true,1761578309.5587,elite,110.5934818405,1742335847.8652,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Cloudflare London, LLC",50.1109,8.68213,false,"DomainContext Inc",true,Hesse,success,Europe/Berlin,60313,1762848777,1763023817.7192,80,http,http://45.159.217.96:80,false,16.366720199585,81133,979,98.807726032736,45.159.217.96
true,1758180626.9115,elite,110.94178960832,1745125989.1278,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,"New York","North America",NA,"United States",US,,true,"Cloudflare, Inc.",40.7128,-74.006,false,"Cloudflare, Inc.",false,"New York",success,America/New_York,10123,1762849275,1763023817.1184,80,http,http://104.18.174.207:80,false,14.021873474121,80567,2605,96.867936324725,104.18.174.207
true,1761069825.928,elite,138.34979423179,1761069825.928,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,"North America",NA,Canada,CA,,true,"Cloudflare, Inc.",43.6532,-79.3832,false,"Cloudflare, Inc.",false,Ontario,success,America/Toronto,M5A,1762884444,1763023817.0541,80,http,http://108.162.193.117:80,false,17.429828643799,14180,0,100,108.162.193.117
true,1759218277.7872,elite,111.29032675368,1742406268.0798,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Stretford,Europe,EU,"United Kingdom",GB,,true,"Cloudflare London, LLC",53.4482,-2.30047,false,"Dream Cloud Innovation Limited",true,England,success,Europe/London,"M32 8JT",1762848985,1763023816.8855,80,http,http://91.193.59.149:80,false,14.801025390625,82956,3894,95.516407599309,91.193.59.149
true,1758178739.9838,elite,110.7474222602,1742565514.2386,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Newark,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",40.7357,-74.1724,false,"Cloudflare, Inc.",false,"New Jersey",success,America/New_York,07175,1762849191,1763023816.6419,80,http,http://104.17.237.58:80,false,19.626617431641,80430,613,99.243611416162,104.17.237.58
true,1760573971.6939,elite,110.5423193972,1735954243.6017,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Tehran,Asia,AS,Iran,IR,,true,"Cloudflare London, LLC",35.7219,51.3347,false,Cloudhop,true,Tehran,success,Asia/Tehran,,1762848991,1763023816.0087,80,http,http://45.131.4.172:80,false,16.945362091064,81090,2390,97.137038811691,45.131.4.172
true,1759218068.7868,elite,110.47255355309,1725643120.2555,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Newark,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",40.7357,-74.1724,false,"Cloudflare, Inc.",false,"New Jersey",success,America/New_York,07175,1762849346,1763023815.6752,80,http,http://104.16.2.69:80,false,14.249086380005,80755,1438,98.250459284854,104.16.2.69
true,1758185208.5594,elite,127.72922777848,1757772544.9944,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Newark,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",40.7357,-74.1724,false,"Cloudflare, Inc.",false,"New Jersey",success,America/New_York,07175,1762848620,1763023815.639,80,http,http://104.16.104.98:80,false,18.810749053955,35439,63,99.822545208721,104.16.104.98
true,1758175938.5505,elite,111.05453339116,1739381724.1522,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Newark,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",40.7357,-74.1724,false,"Cloudflare, Inc.",false,"New Jersey",success,America/New_York,07175,1762848951,1763023815.6299,80,http,http://104.25.189.17:80,false,16.222715377808,80352,937,98.847322515962,104.25.189.17
true,1758181769.423,elite,110.77253485314,1742566500.8067,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Newark,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",40.7357,-74.1724,false,"Cloudflare, Inc.",false,"New Jersey",success,America/New_York,07175,1762848921,1763023815.0723,80,http,http://104.16.117.102:80,false,16.141891479492,80366,632,99.219733820588,104.16.117.102
true,1757986291.5622,elite,128.363069702,1757986291.5622,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,"North America",NA,Canada,CA,,true,"Cloudflare, Inc.",43.6532,-79.3832,false,"Cloudflare, Inc.",false,Ontario,success,America/Toronto,M5A,1762848924,1763023815.0712,80,http,http://198.41.205.5:80,false,16.407251358032,34521,0,100,198.41.205.5
true,1758183764.7083,elite,110.34071759804,1742647160.4017,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Washington,"North America",NA,"United States",US,,true,"Softmedia Entertainment Solutions",38.9072,-77.0369,false,"Softmedia Entertainment Solutions, Inc",true,"District of Columbia",success,America/New_York,20068,1762848446,1763023815.0696,80,http,http://45.194.53.97:80,false,18.345832824707,81614,6553,92.567513922443,45.194.53.97
true,1759218058.5153,elite,131.64831790497,1758314398.89,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,"North America",NA,Canada,CA,,true,"Cloudflare, Inc.",43.6532,-79.3832,false,"Cloudflare, Inc.",false,Ontario,success,America/Toronto,M5A,1762548688,1763023815.0648,80,http,http://198.41.203.141:80,false,18.178462982178,32330,1,99.996906993288,198.41.203.141
true,1758181185.9725,elite,110.99410209661,1748622199.1754,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Singapore,Asia,AS,Singapore,SG,"Central Water Catchment",true,"Great Golden Horse Co",1.35208,103.82,false,"Rich TOP EC Limited",true,"North West",success,Asia/Singapore,858877,1762849430,1763023815.0639,80,http,http://154.194.12.125:80,false,14.044523239136,81094,3479,95.886394002814,154.194.12.125
true,1760713473.053,elite,110.61036492997,1742443586.0275,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0386,82.9425,false,"Zaymer PJSC",true,"Novosibirsk Oblast",success,Asia/Novosibirsk,630000,1762849092,1763023815.0602,80,http,http://45.67.215.113:80,false,19.381046295166,81375,991,98.796833644951,45.67.215.113
true,1761068252.6277,elite,138.11340860021,1761068252.6277,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,"North America",NA,Canada,CA,,true,"Cloudflare, Inc.",43.6532,-79.3832,false,"Cloudflare, Inc.",false,Ontario,success,America/Toronto,M5A,1762883153,1763023815.0592,80,http,http://108.162.195.164:80,false,19.315719604492,14188,0,100,108.162.195.164
true,1759218088.8812,elite,110.66440507,1742386372.5981,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Manila,Asia,AS,Philippines,PH,,true,"Cloudflare London, LLC",14.5995,120.984,false,"Softmedia Entertainment Solutions, Inc",true,"Metro Manila",success,Asia/Manila,1050,1762849056,1763023815.039,80,http,http://154.83.2.37:80,false,17.40288734436,81303,3368,96.022250829682,154.83.2.37
true,1757591776.9046,elite,110.85727588862,1742382916.4541,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Stretford,Europe,EU,"United Kingdom",GB,,true,"Cloudflare London, LLC",53.4482,-2.30047,false,"Dream Cloud Innovation Limited",true,England,success,Europe/London,"M32 8JT",1762848804,1763023814.7856,80,http,http://91.193.58.233:80,false,19.178628921509,83088,3320,96.157763170077,91.193.58.233
true,1759208382.5853,elite,110.33829884907,1720461289.9824,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,"North America",NA,Canada,CA,,true,"Cloudflare, Inc.",43.6532,-79.3832,false,"Cloudflare, Inc.",false,Ontario,success,America/Toronto,M5A,1762848637,1763023814.7383,80,http,http://172.67.192.61:80,false,15.542268753052,81060,4771,94.441402290548,172.67.192.61
true,1759208399.4977,elite,111.12198287757,1742548981.7145,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Singapore,Asia,AS,Singapore,SG,"Central Water Catchment",true,"Cloudflare London, LLC",1.35208,103.82,false,"Tang Dynastic Technology Pte. LTD",true,"North West",success,Asia/Singapore,858877,1762848861,1763023814.7324,80,http,http://45.8.211.105:80,false,19.449234008789,81399,671,99.182405263799,45.8.211.105
true,1759208303.2256,elite,110.56019371776,1742363782.738,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Kyiv,Europe,EU,Ukraine,UA,,true,"Cloudflare London, LLC",50.4504,30.5245,false,"Demenin B.V",true,"Kyiv City",success,Europe/Kiev,01011,1762849469,1763023814.5317,80,http,http://194.152.44.145:80,false,17.967700958252,81119,980,98.80631919999,194.152.44.145
true,1759218132.2644,elite,110.61773885489,1742335514.2694,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Po Kong",Asia,AS,"Hong Kong",HK,,true,"Cloudflare London, LLC",22.338,114.2,false,"SaiBo HongKong Co., Limited",false,"Wong Tai Sin",success,Asia/Hong_Kong,,1762849328,1763023814.0001,80,http,http://103.160.204.162:80,false,15.868902206421,80285,975,98.800147674132,103.160.204.162
true,1761707654.6035,elite,116.19764503896,1754411366.2496,"AS14197 HEALTH MARKET SCIENCE",HMS-ASN,"Boca Raton","North America",NA,"United States",US,,false,"Health Market Science",26.4076,-80.0977,false,"LexisNexis Risk Data Management Inc",true,Florida,success,America/New_York,33487,1762879937,1763023813.6452,80,http,http://69.84.182.105:80,false,18.621444702148,59772,95,99.841314914728,69.84.182.105
true,1759208287.6391,elite,110.91142406848,1742541815.2564,"AS397273 Render",RENDER,"San Francisco","North America",NA,"United States",US,"South of Market",false,Render,37.7775,-122.397,false,Render,true,California,success,America/Los_Angeles,94107,1762848980,1763023813.508,80,http,http://216.24.57.16:80,false,18.295288085938,81122,713,99.128734648989,216.24.57.16
true,1758316177.1177,elite,130.97544399928,1758316177.1177,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Newark,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",40.7357,-74.1724,false,"Cloudflare, Inc.",false,"New Jersey",success,America/New_York,07175,1762550694,1763023813.4817,80,http,http://104.24.253.203:80,false,15.603542327881,31976,0,100,104.24.253.203
true,1759208317.6547,elite,111.00733908309,1742458564.2499,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Cloudflare London, LLC",50.1109,8.68213,false,"DomainContext Inc",true,Hesse,success,Europe/Berlin,60313,1762848772,1763023813.1261,80,http,http://45.159.219.125:80,false,16.611099243164,81329,3340,96.055226824458,45.159.219.125
true,1761555546.6009,elite,110.59038194331,1750610384.5678,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,"North America",NA,Canada,CA,,true,"Cloudflare, Inc.",43.6532,-79.3832,false,"Cloudflare, Inc.",false,Ontario,success,America/Toronto,M5A,1762848850,1763023812.9012,80,http,http://172.67.181.240:80,false,18.734693527222,80636,108,99.866243931438,172.67.181.240
true,1758180810.807,elite,110.79521451504,1742447980.5502,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Cloudflare London, LLC",50.1109,8.68213,false,"DomainContext Inc",true,Hesse,success,Europe/Berlin,60313,1762848723,1763023812.8773,80,http,http://45.159.216.47:80,false,13.749122619629,81066,958,98.832049156344,45.159.216.47
true,1759218114.6674,elite,109.82387060416,1742441074.5352,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Manila,Asia,AS,Philippines,PH,,true,"Cloudflare London, LLC",14.5995,120.984,false,"Softmedia Entertainment Solutions, Inc",true,"Metro Manila",success,Asia/Manila,1050,1762849014,1763023812.8577,80,http,http://154.83.2.2:80,false,18.427610397339,81484,3383,96.013762711066,154.83.2.2
true,1761555564.365,elite,111.32703498043,1750609587.8912,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,"North America",NA,Canada,CA,,true,"Cloudflare, Inc.",43.6532,-79.3832,false,"Cloudflare, Inc.",false,Ontario,success,America/Toronto,M5A,1762848616,1763023812.3179,80,http,http://173.245.49.49:80,false,19.606828689575,80601,82,99.898367685882,173.245.49.49
true,1761555812.6392,elite,110.2923709618,1742568917.6329,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,"North America",NA,Canada,CA,,true,"Cloudflare, Inc.",43.6532,-79.3832,false,"Cloudflare, Inc.",false,Ontario,success,America/Toronto,M5A,1762849390,1763023811.7326,80,http,http://198.41.204.34:80,false,19.432067871094,81307,552,99.325669749203,198.41.204.34
true,1758182621.1908,elite,110.30059876753,1727840951.2187,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Newark,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",40.7357,-74.1724,false,"Cloudflare, Inc.",false,"New Jersey",success,America/New_York,07175,1762848904,1763023811.695,80,http,http://104.17.94.11:80,false,16.850709915161,80414,963,98.816618946385,104.17.94.11
true,1762872952.5801,elite,111.08300570981,1742466676.1994,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Tallinn,Europe,EU,Estonia,EE,"Kesklinna linnaosa",true,"Cloudflare London, LLC",59.438,24.7388,false,"Welcomehost OU",true,Harjumaa,success,Europe/Tallinn,,1762848723,1763023811.3945,80,http,http://45.80.108.72:80,false,17.127752304077,81589,3339,96.068434438583,45.80.108.72
true,1758184172.3878,elite,111.05801559256,1723104573.8776,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Newark,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",40.7357,-74.1724,false,"Cloudflare, Inc.",false,"New Jersey",success,America/New_York,07175,1762848842,1763023811.3344,80,http,http://104.21.26.171:80,false,17.76647567749,80619,1138,98.608070256981,104.21.26.171
true,1758175985.4367,elite,110.30234824587,1742332891.1,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Surry Hills",Oceania,OC,Australia,AU,,true,"Cloudflare London, LLC",-33.8853,151.211,false,Canva,true,"New South Wales",success,Australia/Sydney,2010,1762848577,1763023811.2117,80,http,http://103.169.142.13:80,false,14.855861663818,80605,3375,95.981185996666,103.169.142.13
true,1761555795.7142,elite,111.12450457731,1742471404.9715,"AS399077 Tcloudnet",TERAEXCH,Singapore,Asia,AS,Singapore,SG,"Central Water Catchment",false,Tcloudnet,1.35208,103.82,false,"Tcloudnet, Inc",true,"North West",success,Asia/Singapore,858877,1762849224,1763023811.1252,80,http,http://206.238.238.145:80,false,19.566297531128,81193,934,98.86273698053,206.238.238.145
true,1759208541.2016,elite,110.43332906483,1750611022.7653,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Southport,Europe,EU,"United Kingdom",GB,,true,"Cloudflare London, LLC",53.6483,-3.00559,false,"Softconstruct Limited",true,England,success,Europe/London,"PR8 1NH",1762849551,1763023810.5312,80,http,http://185.162.230.104:80,false,17.140626907349,80553,97,99.879727216367,185.162.230.104
true,1759218094.5472,elite,111.23998587321,1722894838.556,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Newark,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",40.7357,-74.1724,false,"Cloudflare, Inc.",false,"New Jersey",success,America/New_York,07175,1762848381,1763023810.5144,80,http,http://104.16.208.90:80,false,13.437747955322,80387,1579,98.073591489154,104.16.208.90
true,1759208256.6232,elite,110.7434323567,1725206161.9657,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Belize City","North America",NA,Belize,BZ,,true,"Cloudflare London, LLC",17.4983,-88.1842,false,"Inter Networks",true,"Belize District",success,America/Belize,,1762849023,1763023810.4829,80,http,http://45.131.6.208:80,false,14.302492141724,81384,3236,96.175844953912,45.131.6.208
true,1761777943.3427,elite,111.20112112883,1723727310.6321,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,"North America",NA,Canada,CA,,true,"Cloudflare, Inc.",43.6532,-79.3832,false,"Cloudflare, Inc.",false,Ontario,success,America/Toronto,M5A,1762848838,1763023810.4813,80,http,http://172.67.185.165:80,false,18.666982650757,80775,3616,95.71518289865,172.67.185.165
true,1761555624.5642,elite,110.80912097998,1742567024.372,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Newark,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",40.7357,-74.1724,false,"Cloudflare, Inc.",false,"New Jersey",success,America/New_York,07175,1762849010,1763023810.2678,80,http,http://104.17.79.34:80,false,18.097877502441,80422,610,99.247210978379,104.17.79.34
true,1760122374.3268,elite,110.58511773919,1722194616.1197,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,"North America",NA,Canada,CA,,true,"Cloudflare, Inc.",43.6532,-79.3832,false,"Cloudflare, Inc.",false,Ontario,success,America/Toronto,M5A,1762849064,1763023810.2387,80,http,http://172.67.64.68:80,false,13.710260391235,80531,3794,95.500741179958,172.67.64.68
true,1759396716.6612,elite,137.35934502267,1759396716.6612,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"South Bend","North America",NA,"United States",US,,true,"Cloudflare London, LLC",41.6743,-86.2466,false,"Crowe LLP",true,Indiana,success,America/Indiana/Indianapolis,46601,1762421243,1763023810.0923,80,http,http://159.246.55.33:80,false,18.606424331665,26133,0,100,159.246.55.33
